Invoice ID,Receipt ID,Invoice ID/ Name (From Priority),Invoice Issue Date,Invoice/ Receivable files,Differnce between Shipping & Invoice (ILS),Order,Shipping (Lookup),Shipping,Shipment number (Buyer's ref.),Shipping Amount,Commission from Buyer (Eur/ $),VAT Amount ₪,"Grand total, before VAT ₪",Invoice Total Amount (After VAT) ₪,Exchange Rate (EU Central Bank),Received amount ₪,Buyer Company,Supplier,Status,Invoice type,Invoice description,Invoice company (Issuer),First Created,Order line (Order Line)
"20012, 20  - Order: 000213-SHF [115458],Maas Intersales, Netherlands",,20012,23/4/2025,20012-10042.pdf,72900,Order: 000213-SHF [115458],"10  - Order: 000213-SHF [115458],Maas Intersales, Netherlands | 20  - Order: 000213-SHF [115458],Maas Intersales, Netherlands | 30  - Order: 000213-SHF [115458],Maas Intersales, Netherlands","20  - Order: 000213-SHF [115458],Maas Intersales, Netherlands",,72900,2187,,,,3663,,Shufersal,"Maas Intersales, Netherlands",New,Commision invoice,,Foodz.ex,"By Success Management on 23 Apr, 2025 at 11:53 AM",
"20013, 10  - Order: 000213-SHF [115458],Maas Intersales, Netherlands",,20013,23/4/2025,20013-10043.pdf,72900,Order: 000213-SHF [115458],"10  - Order: 000213-SHF [115458],Maas Intersales, Netherlands | 20  - Order: 000213-SHF [115458],Maas Intersales, Netherlands | 30  - Order: 000213-SHF [115458],Maas Intersales, Netherlands","10  - Order: 000213-SHF [115458],Maas Intersales, Netherlands",,72900,2187,,,,3.663,,Shufersal,"Maas Intersales, Netherlands",New,Commision invoice,,Foodz.ex,"By Success Management on 23 Apr, 2025 at 12:23 PM",
"10013, 1, 2, 3, 4  - Order: 000500-HAL [2-24],Castelfood srl, Italy",,10013,21/4/2025,10013+10033.pdf,18213.5,Order: 000500-HAL [2-24],"1, 2, 3, 4  - Order: 000500-HAL [2-24],Castelfood srl, Italy","1, 2, 3, 4  - Order: 000500-HAL [2-24],Castelfood srl, Italy",,18213.5,546.405,,,,,,Harduf - All Organics,,Paid,Commision invoice,,Foodz.ex,"By Success Management on 6 Apr, 2025 at 10:04 AM",
"10035, 10, 30, 40, 50, 60, 20  - Order: 000242-HAL [1010116 / 1-24],Castelfood srl, Italy",,10035,21/4/2025,10035.pdf,5428.88,Order: 000242-HAL [1010116 / 1-24],"10, 30, 40, 50, 60, 20  - Order: 000242-HAL [1010116 / 1-24],Castelfood srl, Italy","10, 30, 40, 50, 60, 20  - Order: 000242-HAL [1010116 / 1-24],Castelfood srl, Italy",,5428.88,162.8664,,,,3.9597,,,,Paid,Commision invoice,,Foodz.ex,"By Success Management on 6 Apr, 2025 at 10:07 AM",
"256000006, 20, 30, 10  - Order: 000204-SHF [115438],Pastificio Mennucci S.P.A, Italy",RC259000003,256000006,17/3/2025,25600006.pdf,21593.11,Order: 000204-SHF [115438],"20, 30, 10  - Order: 000204-SHF [115438],Pastificio Mennucci S.P.A, Italy","20, 30, 10  - Order: 000204-SHF [115438],Pastificio Mennucci S.P.A, Italy",29581,21593.11,647.7933,,,,3.80001,,Shufersal,,New,Commision invoice,,Foodz.ex,"By Success Management on 20 Feb, 2025 at 9:49 AM",
"SI246000063 , 50  - Order: 000438-SHF [114699],La Doria, Italy10, 20, 30, 40  - Order: 000356-SHF [115103],La Doria, Italy",RC249000018,SI246000063 ,10/2/2025,36503c0EDCE0FD110CE4193AF42157764CA8C1F.pdf,41555.71,,,"50  - Order: 000438-SHF [114699],La Doria, Italy, 10, 20, 30, 40  - Order: 000356-SHF [115103],La Doria, Italy",28870,35733.2,1250.662,846.01,4976.5,5822.51,3.9791,5822.51,Shufersal,"La Doria, Italy",Paid,Commision invoice,שימורי עגבניות,Foodz.ex,"By Success Management on 16 Jan, 2025 at 11:47 AM",
"SI246000067,",RC249000018,SI246000067,10/2/2025,38203e92765B8F281E941B39A35CC3B5A71FEFA.pdf,71375.76,"Order: 000388-SHF [114843], Order: 000390-SHF [114751]","10, 20, 30  - Order: 000390-SHF [114751],Pastificio Mennucci S.P.A, Italy",,28782,62628.64,1878.8591999999999,1270.95,7476.17,8747.12,3.9791,8747.12,Shufersal,"Pastificio Mennucci S.P.A, Italy",Paid,Commision invoice,פסטה ללא גלוטן,Foodz.ex,"By Success Management on 16 Jan, 2025 at 12:35 PM",
"SI246000069,",RC249000018,SI246000069,10/2/2025,39403e88C849BF0662D400CA04A218F79EAFDF9.pdf,27997.55,Order: 000411-SHF [115048],"10  - Order: 000411-SHF [115048],Ardo, Belgium | 40  - Order: 000411-SHF [115048],Ardo, Belgium | 20  - Order: 000411-SHF [115048],Ardo, Belgium | 30  - Order: 000411-SHF [115048],Ardo, Belgium",,28837,24566.45,859.82575,498.54,2932.56,3431.1,3.9791,3431.1,Shufersal,"Ardo, Belgium",Paid,Commision invoice,ירקות קפואים,Foodz.ex,"By Success Management on 16 Jan, 2025 at 12:45 PM",
"244000025IN ,",,244000025IN ,8/2/2025,35003c19E8B8ABB23A647F39364361B880AFD4E.pdf,,,,,,,0.000,,,,,,,,New,Commision invoice,,Foodz.ex,"By Udi Stryk on 14 Jan, 2025 at 9:46 PM",
"SI246000016, 10  - Order: 000421-SHF [114759],Ardo, Belgium",,SI246000016,6/2/2025,חשבונית 246000016.pdf,27114.52,Order: 000421-SHF [114759],"10  - Order: 000421-SHF [114759],Ardo, Belgium | 20  - Order: 000421-SHF [114759],Ardo, Belgium","10  - Order: 000421-SHF [114759],Ardo, Belgium",28347,23820.48,833.7167999999999,478.62,2815.42,3294.04,4,0,Shufersal,"Ardo, Belgium",New,Commision invoice,ירקות קפואים,Foodz.ex,"By Operation Manager on 12 Jan, 2025 at 8:41 PM",
"SI256000014, 10  - Order: 000205-SHF [115457],Ardo, Belgium70  - Order: 000406-SHF [115448],Ardo, Belgium",,SI256000014,2/2/2025,25600014.pdf,24927.48,"Order: 000205-SHF [115457], Order: 000406-SHF [115448]","20  - Order: 000205-SHF [115457],Ardo, Belgium | 30, 40  - Order: 000205-SHF [115457],Ardo, Belgium | 70  - Order: 000205-SHF [115457],Ardo, Belgium | 50  - Order: 000205-SHF [115457],Ardo, Belgium | 10  - Order: 000205-SHF [115457],Ardo, Belgium | 60  - Order: 000205-SHF [115457],Ardo, Belgium | 60  - Order: 000406-SHF [115448],Ardo, Belgium | 10, 30  - Order: 000406-SHF [115448],Ardo, Belgium | 110  - Order: 000406-SHF [115448],Ardo, Belgium | 20  - Order: 000406-SHF [115448],Ardo, Belgium | 40  - Order: 000406-SHF [115448],Ardo, Belgium | 100  - Order: 000406-SHF [115448],Ardo, Belgium | 120  - Order: 000406-SHF [115448],Ardo, Belgium | 50  - Order: 000406-SHF [115448],Ardo, Belgium | 90  - Order: 000406-SHF [115448],Ardo, Belgium | 80  - Order: 000406-SHF [115448],Ardo, Belgium | 70  - Order: 000406-SHF [115448],Ardo, Belgium | 130  - Order: 000406-SHF [115448],Ardo, Belgium | 160  - Order: 000406-SHF [115448],Ardo, Belgium | 140  - Order: 000406-SHF [115448],Ardo, Belgium | 150  - Order: 000406-SHF [115448],Ardo, Belgium","10  - Order: 000205-SHF [115457],Ardo, Belgium, 70  - Order: 000406-SHF [115448],Ardo, Belgium",29605,24927.48,747.8244,,,,3.770004,,Shufersal,,New,Commision invoice,,Foodz.ex,"By Success Management on 20 Feb, 2025 at 10:16 AM",
"SI256000016, 20, 40, 30, 60, 50  - Order: 000211-SHF [115407],Vicenzi, Italy",,SI256000016,2/2/2025,,24334.32,Order: 000211-SHF [115407],"20, 40, 30, 60, 50  - Order: 000211-SHF [115407],Vicenzi, Italy | 10  - Order: 000211-SHF [115407],Vicenzi, Italy","20, 40, 30, 60, 50  - Order: 000211-SHF [115407],Vicenzi, Italy",29614,24334.32,851.7012,,,,3.8,,Shufersal,"Vicenzi, Italy",New,Commision invoice,,Foodz.ex,"By Success Management on 20 Feb, 2025 at 11:09 AM",
", 10  - Order: 000217-SHF [115501],Ardo, Belgium",,,5/1/2025,SI256000001.pdf,,,,"10  - Order: 000217-SHF [115501],Ardo, Belgium",,,0.000,,,,,,,,New,Commision invoice,,Foodz.ex,"By Success Management on 20 Feb, 2025 at 11:56 AM",
"SI256000001, 10  - Order: 000217-SHF [115501],Ardo, Belgium",RC259000003,SI256000001,5/1/2025,SI256000001.pdf,47133.45,"Order: 000217-SHF [115501], Order: 000406-SHF [115448]","20  - Order: 000217-SHF [115501],Ardo, Belgium | 10  - Order: 000217-SHF [115501],Ardo, Belgium | 30  - Order: 000217-SHF [115501],Ardo, Belgium | 40  - Order: 000217-SHF [115501],Ardo, Belgium | 50  - Order: 000217-SHF [115501],Ardo, Belgium | 60  - Order: 000217-SHF [115501],Ardo, Belgium | 70  - Order: 000217-SHF [115501],Ardo, Belgium | 90  - Order: 000217-SHF [115501],Ardo, Belgium | 80  - Order: 000217-SHF [115501],Ardo, Belgium | 130  - Order: 000217-SHF [115501],Ardo, Belgium | 110  - Order: 000217-SHF [115501],Ardo, Belgium | 100  - Order: 000217-SHF [115501],Ardo, Belgium | 150  - Order: 000217-SHF [115501],Ardo, Belgium | 120  - Order: 000217-SHF [115501],Ardo, Belgium | 140  - Order: 000217-SHF [115501],Ardo, Belgium | 60  - Order: 000406-SHF [115448],Ardo, Belgium | 10, 30  - Order: 000406-SHF [115448],Ardo, Belgium | 110  - Order: 000406-SHF [115448],Ardo, Belgium | 20  - Order: 000406-SHF [115448],Ardo, Belgium | 40  - Order: 000406-SHF [115448],Ardo, Belgium | 100  - Order: 000406-SHF [115448],Ardo, Belgium | 120  - Order: 000406-SHF [115448],Ardo, Belgium | 50  - Order: 000406-SHF [115448],Ardo, Belgium | 90  - Order: 000406-SHF [115448],Ardo, Belgium | 80  - Order: 000406-SHF [115448],Ardo, Belgium | 70  - Order: 000406-SHF [115448],Ardo, Belgium | 130  - Order: 000406-SHF [115448],Ardo, Belgium | 160  - Order: 000406-SHF [115448],Ardo, Belgium | 140  - Order: 000406-SHF [115448],Ardo, Belgium | 150  - Order: 000406-SHF [115448],Ardo, Belgium","10  - Order: 000217-SHF [115501],Ardo, Belgium",29459,47133.45,1414.0035,,,,3.82999,6390,Shufersal,"Ardo, Belgium",New,Commision invoice,,Foodz.ex,"By Success Management on 20 Feb, 2025 at 12:01 PM",
"SI256000003, 60  - Order: 000205-SHF [115457],Ardo, Belgium",RC259000003,SI256000003,5/1/2025,256000003.pdf,24008.4,Order: 000205-SHF [115457],"20  - Order: 000205-SHF [115457],Ardo, Belgium | 30, 40  - Order: 000205-SHF [115457],Ardo, Belgium | 70  - Order: 000205-SHF [115457],Ardo, Belgium | 50  - Order: 000205-SHF [115457],Ardo, Belgium | 10  - Order: 000205-SHF [115457],Ardo, Belgium | 60  - Order: 000205-SHF [115457],Ardo, Belgium","60  - Order: 000205-SHF [115457],Ardo, Belgium",29538,24008.4,720.252,,,,3.8299,3255,Shufersal,"Ardo, Belgium",New,Commision invoice,,Foodz.ex,"By Success Management on 20 Feb, 2025 at 10:23 AM",
"SI256000004, 20  - Order: 000217-SHF [115501],Ardo, Belgium30  - Order: 000217-SHF [115501],Ardo, Belgium",RC259000003,SI256000004,5/1/2025,256000004.pdf,48376.17,Order: 000217-SHF [115501],"20  - Order: 000217-SHF [115501],Ardo, Belgium | 10  - Order: 000217-SHF [115501],Ardo, Belgium | 30  - Order: 000217-SHF [115501],Ardo, Belgium | 40  - Order: 000217-SHF [115501],Ardo, Belgium | 50  - Order: 000217-SHF [115501],Ardo, Belgium | 60  - Order: 000217-SHF [115501],Ardo, Belgium | 70  - Order: 000217-SHF [115501],Ardo, Belgium | 90  - Order: 000217-SHF [115501],Ardo, Belgium | 80  - Order: 000217-SHF [115501],Ardo, Belgium | 130  - Order: 000217-SHF [115501],Ardo, Belgium | 110  - Order: 000217-SHF [115501],Ardo, Belgium | 100  - Order: 000217-SHF [115501],Ardo, Belgium | 150  - Order: 000217-SHF [115501],Ardo, Belgium | 120  - Order: 000217-SHF [115501],Ardo, Belgium | 140  - Order: 000217-SHF [115501],Ardo, Belgium","20  - Order: 000217-SHF [115501],Ardo, Belgium, 30  - Order: 000217-SHF [115501],Ardo, Belgium",29547,48376.17,1451.2851,,,,3.829999,6559,Shufersal,,Paid,Commision invoice,,Foodz.ex,"By Success Management on 20 Feb, 2025 at 11:51 AM",
"SI256000007, 10, 20  - Order: 000210-SHF [115450],Balconi, Italy",RC259000003,SI256000007,5/1/2025,,22548.24,Order: 000210-SHF [115450],"10, 20  - Order: 000210-SHF [115450],Balconi, Italy","10, 20  - Order: 000210-SHF [115450],Balconi, Italy",,22548.24,789.1884,,,,3.8,3539,Shufersal,"Balconi, Italy",New,Commision invoice,,Foodz.ex,"By Success Management on 20 Feb, 2025 at 10:58 AM",
"SI256000008, 70  - Order: 000205-SHF [115457],Ardo, Belgium",RC259000003,SI256000008,5/1/2025,25600008.pdf,69785.58,Order: 000205-SHF [115457],"20  - Order: 000205-SHF [115457],Ardo, Belgium | 30, 40  - Order: 000205-SHF [115457],Ardo, Belgium | 70  - Order: 000205-SHF [115457],Ardo, Belgium | 50  - Order: 000205-SHF [115457],Ardo, Belgium | 10  - Order: 000205-SHF [115457],Ardo, Belgium | 60  - Order: 000205-SHF [115457],Ardo, Belgium","70  - Order: 000205-SHF [115457],Ardo, Belgium",,69785.58,2093.5674,,,,3.82999,9462,,,New,Commision invoice,,Foodz.ex,"By Success Management on 20 Feb, 2025 at 10:00 AM",
"SI246000209, 10  - Order: 000238-PRP [1000501],Solana, Italy",,SI246000209,26/12/2024,37803d9E0A1109B31904C9997CEEE4B990848E2.pdf,24674,Order: 000238-PRP [1000501],"10  - Order: 000238-PRP [1000501],Solana, Italy","10  - Order: 000238-PRP [1000501],Solana, Italy",,21340,746.9,484.43,2849.87,3334,3.8155,,,,New,Commision invoice,,Foodz.ex,"By Operation Manager on 15 Jan, 2025 at 11:49 AM",
"SI246000207,",RC249000049,SI246000207,8/12/2024,קובץ חשבוניות-240.pdf,6203,Order: 000456-SHF [Adanim ],"1  - Order: 000456-SHF [Adanim ],Adanim Tea,",,,,0.000,901.29,5301,6203,3.7676,6203,Shufersal,"La Doria, Italy",Paid,Commision invoice,,Foodz.ex,"By Operation Manager on 2 Jan, 2025 at 10:12 AM",
"SI246000199,",RC249000046,SI246000199,2/12/2024,קובץ חשבוניות-232.pdf,64847.32,"Order: 000456-SHF [Adanim ], Order: 000457-SHF [Adanim ]","1  - Order: 000456-SHF [Adanim ],Adanim Tea,",,,62654.32,2192.9012,318.64,1874.36,2193,3.836,2193,Shufersal,,Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000200, 10  - Order: 000253-SHF [115397],Ciemme, Italy",,SI246000200,2/12/2024,קובץ חשבוניות-233.pdf,36693.36,Order: 000253-SHF [115397],"10  - Order: 000253-SHF [115397],Ciemme, Italy","10  - Order: 000253-SHF [115397],Ciemme, Italy",29509,31530.36,1103.5626000000002,750.18,4412.82,5163,4,5163,Shufersal,"Ciemme, Italy",Paid,Commision invoice,Gluten-free gnocchi,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000201, 20  - Order: 000171-SHF [115302],Ardo, Belgium",,SI246000201,2/12/2024,קובץ חשבוניות-234.pdf,23194.6,Order: 000171-SHF [115302],"10  - Order: 000171-SHF [115302],Ardo, Belgium | 20  - Order: 000171-SHF [115302],Ardo, Belgium | 30  - Order: 000171-SHF [115302],Ardo, Belgium","20  - Order: 000171-SHF [115302],Ardo, Belgium",29522,20298.6,608.958,420.79,2475.21,2896,4,2896,Shufersal,"Ardo, Belgium",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000202, 10, 30, 20  - Order: 000320-SHF [115430],Polenghi, Italy",,SI246000202,2/12/2024,קובץ חשבוניות-235.pdf,6876,Order: 000320-SHF [115430],"10, 30, 20  - Order: 000320-SHF [115430],Polenghi, Italy","10, 30, 20  - Order: 000320-SHF [115430],Polenghi, Italy",29540,3438,120.33,499.54,2938.46,3438,4,3438,Shufersal,"Polenghi, Italy",Paid,Commision invoice,LEMON JUICE,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000203, 40  - Order: 000406-SHF [115448],Ardo, Belgium",,SI246000203,2/12/2024,קובץ חשבוניות-236.pdf,4582.76,Order: 000406-SHF [115448],"60  - Order: 000406-SHF [115448],Ardo, Belgium | 10, 30  - Order: 000406-SHF [115448],Ardo, Belgium | 110  - Order: 000406-SHF [115448],Ardo, Belgium | 20  - Order: 000406-SHF [115448],Ardo, Belgium | 40  - Order: 000406-SHF [115448],Ardo, Belgium | 100  - Order: 000406-SHF [115448],Ardo, Belgium | 120  - Order: 000406-SHF [115448],Ardo, Belgium | 50  - Order: 000406-SHF [115448],Ardo, Belgium | 90  - Order: 000406-SHF [115448],Ardo, Belgium | 80  - Order: 000406-SHF [115448],Ardo, Belgium | 70  - Order: 000406-SHF [115448],Ardo, Belgium | 130  - Order: 000406-SHF [115448],Ardo, Belgium | 160  - Order: 000406-SHF [115448],Ardo, Belgium | 140  - Order: 000406-SHF [115448],Ardo, Belgium | 150  - Order: 000406-SHF [115448],Ardo, Belgium","40  - Order: 000406-SHF [115448],Ardo, Belgium",29542,1130.76,33.922799999999995,501.58,2950.42,3452,4,3452,Shufersal,"Ardo, Belgium",New,Commision invoice,EXTRA FINE GARDEN PEAS,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000204, 10, 30  - Order: 000406-SHF [115448],Ardo, Belgium",,SI246000204,2/12/2024,קובץ חשבוניות-237.pdf,16402,Order: 000406-SHF [115448],"60  - Order: 000406-SHF [115448],Ardo, Belgium | 10, 30  - Order: 000406-SHF [115448],Ardo, Belgium | 110  - Order: 000406-SHF [115448],Ardo, Belgium | 20  - Order: 000406-SHF [115448],Ardo, Belgium | 40  - Order: 000406-SHF [115448],Ardo, Belgium | 100  - Order: 000406-SHF [115448],Ardo, Belgium | 120  - Order: 000406-SHF [115448],Ardo, Belgium | 50  - Order: 000406-SHF [115448],Ardo, Belgium | 90  - Order: 000406-SHF [115448],Ardo, Belgium | 80  - Order: 000406-SHF [115448],Ardo, Belgium | 70  - Order: 000406-SHF [115448],Ardo, Belgium | 130  - Order: 000406-SHF [115448],Ardo, Belgium | 160  - Order: 000406-SHF [115448],Ardo, Belgium | 140  - Order: 000406-SHF [115448],Ardo, Belgium | 150  - Order: 000406-SHF [115448],Ardo, Belgium","10, 30  - Order: 000406-SHF [115448],Ardo, Belgium",29561,8201,246.03,1191.6,7009.4,8201,4,8201,Shufersal,"Ardo, Belgium",Paid,Commision invoice,REGUIAR GREEN BEANS,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000205, 30, 40  - Order: 000205-SHF [115457],Ardo, Belgium50  - Order: 000205-SHF [115457],Ardo, Belgium",,SI246000205,2/12/2024,קובץ חשבוניות-238.pdf,25686.4,Order: 000205-SHF [115457],"20  - Order: 000205-SHF [115457],Ardo, Belgium | 30, 40  - Order: 000205-SHF [115457],Ardo, Belgium | 70  - Order: 000205-SHF [115457],Ardo, Belgium | 50  - Order: 000205-SHF [115457],Ardo, Belgium | 10  - Order: 000205-SHF [115457],Ardo, Belgium | 60  - Order: 000205-SHF [115457],Ardo, Belgium","30, 40  - Order: 000205-SHF [115457],Ardo, Belgium, 50  - Order: 000205-SHF [115457],Ardo, Belgium",29564,22550.4,676.5120000000002,455.66,2680.34,3136,3.9,3136,Shufersal,"Ardo, Belgium",Paid,Commision invoice,BEANS,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000206, 20  - Order: 000205-SHF [115457],Ardo, Belgium",,SI246000206,2/12/2024,קובץ חשבוניות-239.pdf,27982.45,Order: 000205-SHF [115457],"20  - Order: 000205-SHF [115457],Ardo, Belgium | 30, 40  - Order: 000205-SHF [115457],Ardo, Belgium | 70  - Order: 000205-SHF [115457],Ardo, Belgium | 50  - Order: 000205-SHF [115457],Ardo, Belgium | 10  - Order: 000205-SHF [115457],Ardo, Belgium | 60  - Order: 000205-SHF [115457],Ardo, Belgium","20  - Order: 000205-SHF [115457],Ardo, Belgium",29566,24566.45,736.9935,496.34,2919.66,3416,4,3416,Shufersal,"Ardo, Belgium",Paid,Commision invoice,EXTRA FINE GREEN BEANS ,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000140, 130, 140, 150, 160  - Order: 000378-SHF [115297],La Doria, Italy",,SI246000140,6/11/2024,חשבונית 246000140.pdf,69618.61,Order: 000378-SHF [115297],"130, 140, 150, 160  - Order: 000378-SHF [115297],La Doria, Italy | 30, 40  - Order: 000378-SHF [115297],La Doria, Italy | 110, 120, 100, 90  - Order: 000378-SHF [115297],La Doria, Italy","130, 140, 150, 160  - Order: 000378-SHF [115297],La Doria, Italy",29316,59650.08,2087.7528,1448.42,8520.11,9968.53,3.836,,Shufersal,"La Doria, Italy",Paid,Commision invoice,TOMATO PASTA ,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000192, 30  - Order: 000171-SHF [115302],Ardo, Belgium",RC249000047,SI246000192,6/11/2024,קובץ חשבוניות-225.pdf,25126.38,Order: 000171-SHF [115302],"10  - Order: 000171-SHF [115302],Ardo, Belgium | 20  - Order: 000171-SHF [115302],Ardo, Belgium | 30  - Order: 000171-SHF [115302],Ardo, Belgium","30  - Order: 000171-SHF [115302],Ardo, Belgium",29439,21948.24,658.4472,461.78,2716.36,3178.14,4.125402,3178.14,Shufersal,"Ardo, Belgium",Paid,Commision invoice,GRREN BEANS,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000193, 80  - Order: 000185-SHF [115337],Ardo, Belgium30  - Order: 000185-SHF [115337],Ardo, Belgium",RC249000047,SI246000193,6/11/2024,קובץ חשבוניות-226.pdf,51688.96,Order: 000185-SHF [115337],"80  - Order: 000185-SHF [115337],Ardo, Belgium | 30  - Order: 000185-SHF [115337],Ardo, Belgium | 70  - Order: 000185-SHF [115337],Ardo, Belgium | 10  - Order: 000185-SHF [115337],Ardo, Belgium | 20  - Order: 000185-SHF [115337],Ardo, Belgium | 40  - Order: 000185-SHF [115337],Ardo, Belgium | 50  - Order: 000185-SHF [115337],Ardo, Belgium | 60  - Order: 000185-SHF [115337],Ardo, Belgium","80  - Order: 000185-SHF [115337],Ardo, Belgium, 30  - Order: 000185-SHF [115337],Ardo, Belgium",29455,45108,1353.24,956.21,5624.75,6580.96,4.1565,6580.96,Shufersal,"Ardo, Belgium",Paid,Commision invoice,BEANS,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000194, 10  - Order: 000171-SHF [115302],Ardo, Belgium",RC249000047,SI246000194,6/11/2024,קובץ חשבוניות-227.pdf,23323.14,Order: 000171-SHF [115302],"10  - Order: 000171-SHF [115302],Ardo, Belgium | 20  - Order: 000171-SHF [115302],Ardo, Belgium | 30  - Order: 000171-SHF [115302],Ardo, Belgium","10  - Order: 000171-SHF [115302],Ardo, Belgium",29481,20353.68,610.6104,431.46,2538,2969.46,4.15663,2969.46,Shufersal,"Ardo, Belgium",Paid,Commision invoice,EXTRA FINE GARDEN PEAS,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000196, 10  - Order: 000168-SHF [115215],Coppenrath Feingebäck GmbH, Germany",RC249000047,SI246000196,6/11/2024,קובץ חשבוניות-229.pdf,23637.13,Order: 000168-SHF [115215],"10  - Order: 000168-SHF [115215],Coppenrath Feingebäck GmbH, Germany","10  - Order: 000168-SHF [115215],Coppenrath Feingebäck GmbH, Germany",29501,21074.9,526.8725,372.29,2189.94,2562.23,4.15648,2562.23,Shufersal,"Coppenrath Feingebäck GmbH, Germany",Paid,Commision invoice,double cookey gluten free,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000071, 10  - Order: 000363-SHF [115147],Poyraz, Turkey",,SI246000071,4/11/2024,חשבונית 246000071.pdf,597566.57,Order: 000363-SHF [115147],"10  - Order: 000363-SHF [115147],Poyraz, Turkey","10  - Order: 000363-SHF [115147],Poyraz, Turkey",28817,539481,13487.025,8439.78,49645.79,58085.57,3.681,0,Shufersal,"Polenghi, Italy",Paid,Commision invoice,שמן זית,Foodz.ex,"By Operation Manager on 12 Jan, 2025 at 10:02 PM",
"SI246000167,",RC249000044,SI246000167,30/10/2024,קובץ חשבוניות-200.pdf,707631.8,Order: 000401-CIML [10005551],"20  - Order: 000401-CIML [10005551],Poyraz, Turkey | 10  - Order: 000401-CIML [10005551],Poyraz, Turkey",,,660844.8,13216.896,6798.11,39988.89,46787,3.836,46787,H. Cohen Import Marketing & Logistics Ltd,"Poyraz, Turkey",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000164,",RC249000050,SI246000164,20/10/2024,קובץ חשבוניות-197.pdf,23813,,,,,20400,714,495.91,2917.09,3413,3.836,3413,ProPlus,"Solana, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000166, 10  - Order: 000221-PRP [1000471-5/3],Solana, Italy",RC249000050,SI246000166,20/10/2024,קובץ חשבוניות-199.pdf,26731,Order: 000221-PRP [1000471-5/3],"10  - Order: 000221-PRP [1000471-5/3],Solana, Italy","10  - Order: 000221-PRP [1000471-5/3],Solana, Italy",,22880,800.8,559.55,3291.45,3851,4.1102,3851,Shufersal,"Ardo, Belgium",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000147, 10, 20, 30  - Order: 000380-SHF [115320],Viube/Grupo Apex/ Mikso, Spain",,SI246000147,9/10/2024,חשבונית 246000147.pdf,18040.13,Order: 000380-SHF [115320],"10, 20, 30  - Order: 000380-SHF [115320],Viube/Grupo Apex/ Mikso, Spain","10, 20, 30  - Order: 000380-SHF [115320],Viube/Grupo Apex/ Mikso, Spain",,15792,473.76,326.65,1921.48,2248.13,4.0558,0,Shufersal,"Viube/Grupo Apex/ Mikso, Spain",Paid,Commision invoice,ציפס ירקות,Foodz.ex,"By Operation Manager on 12 Jan, 2025 at 8:55 PM",
"SI246000148, 30, 40  - Order: 000378-SHF [115297],La Doria, Italy",,SI246000148,9/10/2024,חשבונית 246000148.pdf,37532.35,Order: 000378-SHF [115297],"130, 140, 150, 160  - Order: 000378-SHF [115297],La Doria, Italy | 30, 40  - Order: 000378-SHF [115297],La Doria, Italy | 110, 120, 100, 90  - Order: 000378-SHF [115297],La Doria, Italy","30, 40  - Order: 000378-SHF [115297],La Doria, Italy",,32186.64,1126.5323999999998,776.73,4568.98,5345.71,4.0558,0,Shufersal,"La Doria, Italy",Paid,Commision invoice,רטבי עגבניות,Foodz.ex,"By Operation Manager on 12 Jan, 2025 at 8:58 PM",
"SI246000155,",RC249000047,SI246000155,7/10/2024,קובץ חשבוניות-188.pdf,6209.58,Order: 000202-SHF [115367],"10  - Order: 000202-SHF [115367],Crispy food, Denmark",,,,0.000,902.25,5307.33,6209.58,3.836,6209.58,Shufersal,"Crispy food, Denmark",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
